acc	gene	source	pdb_id	resolution	method	path	note
Q8NGF9	OR4X2	af2			predicted	product/target_screen/structures/raw/Q8NGF9.pdb	alphafold_db;AF-Q8NGF9-F1-model_v6.pdb
Q8NGG0	OR8J3	af2			predicted	product/target_screen/structures/raw/Q8NGG0.pdb	alphafold_db;AF-Q8NGG0-F1-model_v6.pdb
Q8NGG1	OR8J2	af2			predicted	product/target_screen/structures/raw/Q8NGG1.pdb	alphafold_db;AF-Q8NGG1-F1-model_v6.pdb
Q8NGG3	OR5T3	af2			predicted	product/target_screen/structures/raw/Q8NGG3.pdb	alphafold_db;AF-Q8NGG3-F1-model_v6.pdb
Q8NGG4	OR8H1	af2			predicted	product/target_screen/structures/raw/Q8NGG4.pdb	alphafold_db;AF-Q8NGG4-F1-model_v6.pdb
Q8NGG5	OR8K1	af2			predicted	product/target_screen/structures/raw/Q8NGG5.pdb	alphafold_db;AF-Q8NGG5-F1-model_v6.pdb
Q8NGG6	OR8B12	af2			predicted	product/target_screen/structures/raw/Q8NGG6.pdb	alphafold_db;AF-Q8NGG6-F1-model_v6.pdb
Q8NGG7	OR8A1	af2			predicted	product/target_screen/structures/raw/Q8NGG7.pdb	alphafold_db;AF-Q8NGG7-F1-model_v6.pdb
Q8NGG8	OR8B3	af2			predicted	product/target_screen/structures/raw/Q8NGG8.pdb	alphafold_db;AF-Q8NGG8-F1-model_v6.pdb
Q8NGH3	OR2D3	af2			predicted	product/target_screen/structures/raw/Q8NGH3.pdb	alphafold_db;AF-Q8NGH3-F1-model_v6.pdb
Q8NGH5	OR56A1	af2			predicted	product/target_screen/structures/raw/Q8NGH5.pdb	alphafold_db;AF-Q8NGH5-F1-model_v6.pdb
Q8NGH6	OR52L2P	af2			predicted	product/target_screen/structures/raw/Q8NGH6.pdb	alphafold_db;AF-Q8NGH6-F1-model_v6.pdb
Q8NGH8	OR56A4	af2			predicted	product/target_screen/structures/raw/Q8NGH8.pdb	alphafold_db;AF-Q8NGH8-F1-model_v6.pdb
Q8NGH9	OR52E4	af2			predicted	product/target_screen/structures/raw/Q8NGH9.pdb	alphafold_db;AF-Q8NGH9-F1-model_v6.pdb
Q8NGI0	OR52N2	af2			predicted	product/target_screen/structures/raw/Q8NGI0.pdb	alphafold_db;AF-Q8NGI0-F1-model_v6.pdb
Q8NGI1	OR56B2	af2			predicted	product/target_screen/structures/raw/Q8NGI1.pdb	alphafold_db;AF-Q8NGI1-F1-model_v6.pdb
Q8NGI3	OR56B1	af2			predicted	product/target_screen/structures/raw/Q8NGI3.pdb	alphafold_db;AF-Q8NGI3-F1-model_v6.pdb
Q8NGI4	OR4D11	af2			predicted	product/target_screen/structures/raw/Q8NGI4.pdb	alphafold_db;AF-Q8NGI4-F1-model_v6.pdb
Q8NGI6	OR4D10	af2			predicted	product/target_screen/structures/raw/Q8NGI6.pdb	alphafold_db;AF-Q8NGI6-F1-model_v6.pdb
Q8NGI7	OR10V1	af2			predicted	product/target_screen/structures/raw/Q8NGI7.pdb	alphafold_db;AF-Q8NGI7-F1-model_v6.pdb
Q8NGI9	OR5A2	af2			predicted	product/target_screen/structures/raw/Q8NGI9.pdb	alphafold_db;AF-Q8NGI9-F1-model_v6.pdb
Q8NGJ0	OR5A1	af2			predicted	product/target_screen/structures/raw/Q8NGJ0.pdb	alphafold_db;AF-Q8NGJ0-F1-model_v6.pdb
Q8NGJ1	OR4D6	af2			predicted	product/target_screen/structures/raw/Q8NGJ1.pdb	alphafold_db;AF-Q8NGJ1-F1-model_v6.pdb
Q8NGJ2	OR52H1	af2			predicted	product/target_screen/structures/raw/Q8NGJ2.pdb	alphafold_db;AF-Q8NGJ2-F1-model_v6.pdb
Q8NGJ3	OR52E1	af2			predicted	product/target_screen/structures/raw/Q8NGJ3.pdb	alphafold_db;AF-Q8NGJ3-F1-model_v6.pdb
Q8NGJ4	OR52E2	af2			predicted	product/target_screen/structures/raw/Q8NGJ4.pdb	alphafold_db;AF-Q8NGJ4-F1-model_v6.pdb
Q8NGJ5	OR51L1	af2			predicted	product/target_screen/structures/raw/Q8NGJ5.pdb	alphafold_db;AF-Q8NGJ5-F1-model_v6.pdb
Q8NGJ6	OR51A4	af2			predicted	product/target_screen/structures/raw/Q8NGJ6.pdb	alphafold_db;AF-Q8NGJ6-F1-model_v6.pdb
Q8NGJ7	OR51A2	af2			predicted	product/target_screen/structures/raw/Q8NGJ7.pdb	alphafold_db;AF-Q8NGJ7-F1-model_v6.pdb
Q8NGJ8	OR51S1	af2			predicted	product/target_screen/structures/raw/Q8NGJ8.pdb	alphafold_db;AF-Q8NGJ8-F1-model_v6.pdb
Q8NGJ9	OR51T1	af2			predicted	product/target_screen/structures/raw/Q8NGJ9.pdb	alphafold_db;AF-Q8NGJ9-F1-model_v6.pdb
Q8NGK0	OR51G2	af2			predicted	product/target_screen/structures/raw/Q8NGK0.pdb	alphafold_db;AF-Q8NGK0-F1-model_v6.pdb
Q8NGK1	OR51G1	af2			predicted	product/target_screen/structures/raw/Q8NGK1.pdb	alphafold_db;AF-Q8NGK1-F1-model_v6.pdb
Q8NGK3	OR52K2	af2			predicted	product/target_screen/structures/raw/Q8NGK3.pdb	alphafold_db;AF-Q8NGK3-F1-model_v6.pdb
Q8NGK4	OR52K1	af2			predicted	product/target_screen/structures/raw/Q8NGK4.pdb	alphafold_db;AF-Q8NGK4-F1-model_v6.pdb
Q8NGK5	OR52M1	af2			predicted	product/target_screen/structures/raw/Q8NGK5.pdb	alphafold_db;AF-Q8NGK5-F1-model_v6.pdb
Q8NGK6	OR52I1	af2			predicted	product/target_screen/structures/raw/Q8NGK6.pdb	alphafold_db;AF-Q8NGK6-F1-model_v6.pdb
Q8NGK9	OR5D16	af2			predicted	product/target_screen/structures/raw/Q8NGK9.pdb	alphafold_db;AF-Q8NGK9-F1-model_v6.pdb
Q8NGL0	OR5L2	af2			predicted	product/target_screen/structures/raw/Q8NGL0.pdb	alphafold_db;AF-Q8NGL0-F1-model_v6.pdb
Q8NGL1	OR5D18	af2			predicted	product/target_screen/structures/raw/Q8NGL1.pdb	alphafold_db;AF-Q8NGL1-F1-model_v6.pdb
Q8NGL2	OR5L1	af2			predicted	product/target_screen/structures/raw/Q8NGL2.pdb	alphafold_db;AF-Q8NGL2-F1-model_v6.pdb
Q8NGL3	OR5D14	af2			predicted	product/target_screen/structures/raw/Q8NGL3.pdb	alphafold_db;AF-Q8NGL3-F1-model_v6.pdb
Q8NGL4	OR5D13	af2			predicted	product/target_screen/structures/raw/Q8NGL4.pdb	alphafold_db;AF-Q8NGL4-F1-model_v6.pdb
Q8NGL6	OR4A15	af2			predicted	product/target_screen/structures/raw/Q8NGL6.pdb	alphafold_db;AF-Q8NGL6-F1-model_v6.pdb
Q8NGL7	OR4P4	af2			predicted	product/target_screen/structures/raw/Q8NGL7.pdb	alphafold_db;AF-Q8NGL7-F1-model_v6.pdb
Q8NGL9	OR4C16	af2			predicted	product/target_screen/structures/raw/Q8NGL9.pdb	alphafold_db;AF-Q8NGL9-F1-model_v6.pdb
Q8NGM1	OR4C15	af2			predicted	product/target_screen/structures/raw/Q8NGM1.pdb	alphafold_db;AF-Q8NGM1-F1-model_v6.pdb
Q8NGM8	OR6M1	af2			predicted	product/target_screen/structures/raw/Q8NGM8.pdb	alphafold_db;AF-Q8NGM8-F1-model_v6.pdb
Q8NGN0	OR4D5	af2			predicted	product/target_screen/structures/raw/Q8NGN0.pdb	alphafold_db;AF-Q8NGN0-F1-model_v6.pdb
Q8NGN1	OR6T1	af2			predicted	product/target_screen/structures/raw/Q8NGN1.pdb	alphafold_db;AF-Q8NGN1-F1-model_v6.pdb
Q8NGN2	OR10S1	af2			predicted	product/target_screen/structures/raw/Q8NGN2.pdb	alphafold_db;AF-Q8NGN2-F1-model_v6.pdb
Q8NGN4	OR10G9	af2			predicted	product/target_screen/structures/raw/Q8NGN4.pdb	alphafold_db;AF-Q8NGN4-F1-model_v6.pdb
Q8NGN5	OR10G8	af2			predicted	product/target_screen/structures/raw/Q8NGN5.pdb	alphafold_db;AF-Q8NGN5-F1-model_v6.pdb
Q8NGN6	OR10G7	af2			predicted	product/target_screen/structures/raw/Q8NGN6.pdb	alphafold_db;AF-Q8NGN6-F1-model_v6.pdb
Q8NGN7	OR10D4P	af2			predicted	product/target_screen/structures/raw/Q8NGN7.pdb	alphafold_db;AF-Q8NGN7-F1-model_v6.pdb
Q8NGN8	OR4A4P	af2			predicted	product/target_screen/structures/raw/Q8NGN8.pdb	alphafold_db;AF-Q8NGN8-F1-model_v6.pdb
Q8NGP0	OR4C13	af2			predicted	product/target_screen/structures/raw/Q8NGP0.pdb	alphafold_db;AF-Q8NGP0-F1-model_v6.pdb
Q8NGP2	OR8J1	af2			predicted	product/target_screen/structures/raw/Q8NGP2.pdb	alphafold_db;AF-Q8NGP2-F1-model_v6.pdb
Q8NGP3	OR5M9	af2			predicted	product/target_screen/structures/raw/Q8NGP3.pdb	alphafold_db;AF-Q8NGP3-F1-model_v6.pdb
Q8NGP4	OR5M3	af2			predicted	product/target_screen/structures/raw/Q8NGP4.pdb	alphafold_db;AF-Q8NGP4-F1-model_v6.pdb
Q8NGP6	OR5M8	af2			predicted	product/target_screen/structures/raw/Q8NGP6.pdb	alphafold_db;AF-Q8NGP6-F1-model_v6.pdb
Q8NGP8	OR5M1	af2			predicted	product/target_screen/structures/raw/Q8NGP8.pdb	alphafold_db;AF-Q8NGP8-F1-model_v6.pdb
Q8NGP9	OR5AR1	af2			predicted	product/target_screen/structures/raw/Q8NGP9.pdb	alphafold_db;AF-Q8NGP9-F1-model_v6.pdb
Q8NGQ2	OR6Q1	af2			predicted	product/target_screen/structures/raw/Q8NGQ2.pdb	alphafold_db;AF-Q8NGQ2-F1-model_v6.pdb
Q8NGQ3	OR1S2	af2			predicted	product/target_screen/structures/raw/Q8NGQ3.pdb	alphafold_db;AF-Q8NGQ3-F1-model_v6.pdb
Q8NGQ4	OR10Q1	af2			predicted	product/target_screen/structures/raw/Q8NGQ4.pdb	alphafold_db;AF-Q8NGQ4-F1-model_v6.pdb
Q8NGQ5	OR9Q1	af2			predicted	product/target_screen/structures/raw/Q8NGQ5.pdb	alphafold_db;AF-Q8NGQ5-F1-model_v6.pdb
Q8NGQ6	OR9I1	af2			predicted	product/target_screen/structures/raw/Q8NGQ6.pdb	alphafold_db;AF-Q8NGQ6-F1-model_v6.pdb
Q8NGR1	OR13A1	af2			predicted	product/target_screen/structures/raw/Q8NGR1.pdb	alphafold_db;AF-Q8NGR1-F1-model_v6.pdb
Q8NGR3	OR1K1	af2			predicted	product/target_screen/structures/raw/Q8NGR3.pdb	alphafold_db;AF-Q8NGR3-F1-model_v6.pdb
Q8NGR4	OR5C1	af2			predicted	product/target_screen/structures/raw/Q8NGR4.pdb	alphafold_db;AF-Q8NGR4-F1-model_v6.pdb
Q8NGR5	OR1L4	af2			predicted	product/target_screen/structures/raw/Q8NGR5.pdb	alphafold_db;AF-Q8NGR5-F1-model_v6.pdb
Q8NGR8	OR1L8	af2			predicted	product/target_screen/structures/raw/Q8NGR8.pdb	alphafold_db;AF-Q8NGR8-F1-model_v6.pdb
Q8NGR9	OR1N2	af2			predicted	product/target_screen/structures/raw/Q8NGR9.pdb	alphafold_db;AF-Q8NGR9-F1-model_v6.pdb
Q8NGS0	OR1N1	af2			predicted	product/target_screen/structures/raw/Q8NGS0.pdb	alphafold_db;AF-Q8NGS0-F1-model_v6.pdb
Q8NGS1	OR1J4	af2			predicted	product/target_screen/structures/raw/Q8NGS1.pdb	alphafold_db;AF-Q8NGS1-F1-model_v6.pdb
Q8NGS3	OR1J1	af2			predicted	product/target_screen/structures/raw/Q8NGS3.pdb	alphafold_db;AF-Q8NGS3-F1-model_v6.pdb
Q8NGS4	OR13F1	af2			predicted	product/target_screen/structures/raw/Q8NGS4.pdb	alphafold_db;AF-Q8NGS4-F1-model_v6.pdb
Q8NGS5	OR13C4	af2			predicted	product/target_screen/structures/raw/Q8NGS5.pdb	alphafold_db;AF-Q8NGS5-F1-model_v6.pdb
Q8NGS6	OR13C3	af2			predicted	product/target_screen/structures/raw/Q8NGS6.pdb	alphafold_db;AF-Q8NGS6-F1-model_v6.pdb
Q8NGS7	OR13C8	af2			predicted	product/target_screen/structures/raw/Q8NGS7.pdb	alphafold_db;AF-Q8NGS7-F1-model_v6.pdb
Q8NGS9	OR13C2	af2			predicted	product/target_screen/structures/raw/Q8NGS9.pdb	alphafold_db;AF-Q8NGS9-F1-model_v6.pdb
Q8NGT0	OR13C9	af2			predicted	product/target_screen/structures/raw/Q8NGT0.pdb	alphafold_db;AF-Q8NGT0-F1-model_v6.pdb
Q8NGT1	OR2K2	af2			predicted	product/target_screen/structures/raw/Q8NGT1.pdb	alphafold_db;AF-Q8NGT1-F1-model_v6.pdb
Q8NGT2	OR13J1	af2			predicted	product/target_screen/structures/raw/Q8NGT2.pdb	alphafold_db;AF-Q8NGT2-F1-model_v6.pdb
Q8NGT5	OR9A2	af2			predicted	product/target_screen/structures/raw/Q8NGT5.pdb	alphafold_db;AF-Q8NGT5-F1-model_v6.pdb
Q8NGT7	OR2A12	af2			predicted	product/target_screen/structures/raw/Q8NGT7.pdb	alphafold_db;AF-Q8NGT7-F1-model_v6.pdb
Q8NGU1	OR9A1P	af2			predicted	product/target_screen/structures/raw/Q8NGU1.pdb	alphafold_db;AF-Q8NGU1-F1-model_v6.pdb
Q8NGU2	OR9A4	af2			predicted	product/target_screen/structures/raw/Q8NGU2.pdb	alphafold_db;AF-Q8NGU2-F1-model_v6.pdb
Q8NGU4	OR2I1	af2			predicted	product/target_screen/structures/raw/Q8NGU4.pdb	alphafold_db;AF-Q8NGU4-F1-model_v6.pdb
Q8NGU9	GPR150	af2			predicted	product/target_screen/structures/raw/Q8NGU9.pdb	alphafold_db;AF-Q8NGU9-F1-model_v6.pdb
Q8NGV0	OR2Y1	af2			predicted	product/target_screen/structures/raw/Q8NGV0.pdb	alphafold_db;AF-Q8NGV0-F1-model_v6.pdb
Q8NGV5	OR13D1	af2			predicted	product/target_screen/structures/raw/Q8NGV5.pdb	alphafold_db;AF-Q8NGV5-F1-model_v6.pdb
Q8NGV7	OR5H2	af2			predicted	product/target_screen/structures/raw/Q8NGV7.pdb	alphafold_db;AF-Q8NGV7-F1-model_v6.pdb
Q8NGW1	OR6B3	af2			predicted	product/target_screen/structures/raw/Q8NGW1.pdb	alphafold_db;AF-Q8NGW1-F1-model_v6.pdb
Q8NGX0	OR11L1	af2			predicted	product/target_screen/structures/raw/Q8NGX0.pdb	alphafold_db;AF-Q8NGX0-F1-model_v6.pdb
Q8NGX1	OR2T34	af2			predicted	product/target_screen/structures/raw/Q8NGX1.pdb	alphafold_db;AF-Q8NGX1-F1-model_v6.pdb
Q8NGX2	OR2T35	af2			predicted	product/target_screen/structures/raw/Q8NGX2.pdb	alphafold_db;AF-Q8NGX2-F1-model_v6.pdb
Q8NGX5	OR10K1	af2			predicted	product/target_screen/structures/raw/Q8NGX5.pdb	alphafold_db;AF-Q8NGX5-F1-model_v6.pdb
Q8NGX6	OR10R2	af2			predicted	product/target_screen/structures/raw/Q8NGX6.pdb	alphafold_db;AF-Q8NGX6-F1-model_v6.pdb
Q8NGX8	OR6Y1	af2			predicted	product/target_screen/structures/raw/Q8NGX8.pdb	alphafold_db;AF-Q8NGX8-F1-model_v6.pdb
Q8NGX9	OR6P1	af2			predicted	product/target_screen/structures/raw/Q8NGX9.pdb	alphafold_db;AF-Q8NGX9-F1-model_v6.pdb
Q8NGY1	OR10Z1	af2			predicted	product/target_screen/structures/raw/Q8NGY1.pdb	alphafold_db;AF-Q8NGY1-F1-model_v6.pdb
Q8NGY2	OR6K2	af2			predicted	product/target_screen/structures/raw/Q8NGY2.pdb	alphafold_db;AF-Q8NGY2-F1-model_v6.pdb
Q8NGY5	OR6N1	af2			predicted	product/target_screen/structures/raw/Q8NGY5.pdb	alphafold_db;AF-Q8NGY5-F1-model_v6.pdb
Q8NGY6	OR6N2	af2			predicted	product/target_screen/structures/raw/Q8NGY6.pdb	alphafold_db;AF-Q8NGY6-F1-model_v6.pdb
Q8NGY7	OR10J6P	af2			predicted	product/target_screen/structures/raw/Q8NGY7.pdb	alphafold_db;AF-Q8NGY7-F1-model_v6.pdb
Q8NGY9	OR2L8	af2			predicted	product/target_screen/structures/raw/Q8NGY9.pdb	alphafold_db;AF-Q8NGY9-F1-model_v6.pdb
Q8NGZ0	OR2AJ1	af2			predicted	product/target_screen/structures/raw/Q8NGZ0.pdb	alphafold_db;AF-Q8NGZ0-F1-model_v6.pdb
Q8NGZ2	OR14K1	af2			predicted	product/target_screen/structures/raw/Q8NGZ2.pdb	alphafold_db;AF-Q8NGZ2-F1-model_v6.pdb
Q8NGZ3	OR13G1	af2			predicted	product/target_screen/structures/raw/Q8NGZ3.pdb	alphafold_db;AF-Q8NGZ3-F1-model_v6.pdb
Q8NGZ4	OR2G3	af2			predicted	product/target_screen/structures/raw/Q8NGZ4.pdb	alphafold_db;AF-Q8NGZ4-F1-model_v6.pdb
Q8NGZ5	OR2G2	af2			predicted	product/target_screen/structures/raw/Q8NGZ5.pdb	alphafold_db;AF-Q8NGZ5-F1-model_v6.pdb
Q8NGZ6	OR6F1	af2			predicted	product/target_screen/structures/raw/Q8NGZ6.pdb	alphafold_db;AF-Q8NGZ6-F1-model_v6.pdb
Q8NGZ9	OR2T10	af2			predicted	product/target_screen/structures/raw/Q8NGZ9.pdb	alphafold_db;AF-Q8NGZ9-F1-model_v6.pdb
Q8NH00	OR2T4	af2			predicted	product/target_screen/structures/raw/Q8NH00.pdb	alphafold_db;AF-Q8NH00-F1-model_v6.pdb
Q8NH01	OR2T11	af2			predicted	product/target_screen/structures/raw/Q8NH01.pdb	alphafold_db;AF-Q8NH01-F1-model_v6.pdb
Q8NH02	OR2T29	af2			predicted	product/target_screen/structures/raw/Q8NH02.pdb	alphafold_db;AF-Q8NH02-F1-model_v6.pdb
Q8NH03	OR2T3	af2			predicted	product/target_screen/structures/raw/Q8NH03.pdb	alphafold_db;AF-Q8NH03-F1-model_v6.pdb
Q8NH04	OR2T27	af2			predicted	product/target_screen/structures/raw/Q8NH04.pdb	alphafold_db;AF-Q8NH04-F1-model_v6.pdb
Q8NH05	OR4Q3	af2			predicted	product/target_screen/structures/raw/Q8NH05.pdb	alphafold_db;AF-Q8NH05-F1-model_v6.pdb
Q8NH06	OR1P1	af2			predicted	product/target_screen/structures/raw/Q8NH06.pdb	alphafold_db;AF-Q8NH06-F1-model_v6.pdb
Q8NH07	OR11H2	af2			predicted	product/target_screen/structures/raw/Q8NH07.pdb	alphafold_db;AF-Q8NH07-F1-model_v6.pdb
Q8NH08	OR10AC1	af2			predicted	product/target_screen/structures/raw/Q8NH08.pdb	alphafold_db;AF-Q8NH08-F1-model_v6.pdb
Q8NH09	OR8S1	af2			predicted	product/target_screen/structures/raw/Q8NH09.pdb	alphafold_db;AF-Q8NH09-F1-model_v6.pdb
Q8NH10	OR8U1	af2			predicted	product/target_screen/structures/raw/Q8NH10.pdb	alphafold_db;AF-Q8NH10-F1-model_v6.pdb
Q8NH16	OR2L2	af2			predicted	product/target_screen/structures/raw/Q8NH16.pdb	alphafold_db;AF-Q8NH16-F1-model_v6.pdb
Q8NH18	OR5J2	af2			predicted	product/target_screen/structures/raw/Q8NH18.pdb	alphafold_db;AF-Q8NH18-F1-model_v6.pdb
Q8NH37	OR4C3	af2			predicted	product/target_screen/structures/raw/Q8NH37.pdb	alphafold_db;AF-Q8NH37-F1-model_v6.pdb
Q8NH40	OR6S1	af2			predicted	product/target_screen/structures/raw/Q8NH40.pdb	alphafold_db;AF-Q8NH40-F1-model_v6.pdb
Q8NH41	OR4K15	af2			predicted	product/target_screen/structures/raw/Q8NH41.pdb	alphafold_db;AF-Q8NH41-F1-model_v6.pdb
Q8NH42	OR4K13	af2			predicted	product/target_screen/structures/raw/Q8NH42.pdb	alphafold_db;AF-Q8NH42-F1-model_v6.pdb
Q8NH49	OR4X1	af2			predicted	product/target_screen/structures/raw/Q8NH49.pdb	alphafold_db;AF-Q8NH49-F1-model_v6.pdb
Q8NH50	OR8K5	af2			predicted	product/target_screen/structures/raw/Q8NH50.pdb	alphafold_db;AF-Q8NH50-F1-model_v6.pdb
Q8NH51	OR8K3	af2			predicted	product/target_screen/structures/raw/Q8NH51.pdb	alphafold_db;AF-Q8NH51-F1-model_v6.pdb
Q8NH53	OR52N1	af2			predicted	product/target_screen/structures/raw/Q8NH53.pdb	alphafold_db;AF-Q8NH53-F1-model_v6.pdb
Q8NH54	OR56A3	af2			predicted	product/target_screen/structures/raw/Q8NH54.pdb	alphafold_db;AF-Q8NH54-F1-model_v6.pdb
Q8NH55	OR52E5	af2			predicted	product/target_screen/structures/raw/Q8NH55.pdb	alphafold_db;AF-Q8NH55-F1-model_v6.pdb
Q8NH56	OR52N5	af2			predicted	product/target_screen/structures/raw/Q8NH56.pdb	alphafold_db;AF-Q8NH56-F1-model_v6.pdb
Q8NH57	OR52P1	af2			predicted	product/target_screen/structures/raw/Q8NH57.pdb	alphafold_db;AF-Q8NH57-F1-model_v6.pdb
Q8NH60	OR52J3	af2			predicted	product/target_screen/structures/raw/Q8NH60.pdb	alphafold_db;AF-Q8NH60-F1-model_v6.pdb
Q8NH61	OR51F2	af2			predicted	product/target_screen/structures/raw/Q8NH61.pdb	alphafold_db;AF-Q8NH61-F1-model_v6.pdb
Q8NH63	OR51H1	af2			predicted	product/target_screen/structures/raw/Q8NH63.pdb	alphafold_db;AF-Q8NH63-F1-model_v6.pdb
Q8NH64	OR51A7	af2			predicted	product/target_screen/structures/raw/Q8NH64.pdb	alphafold_db;AF-Q8NH64-F1-model_v6.pdb
Q8NH67	OR52I2	af2			predicted	product/target_screen/structures/raw/Q8NH67.pdb	alphafold_db;AF-Q8NH67-F1-model_v6.pdb
Q8NH70	OR4A16	af2			predicted	product/target_screen/structures/raw/Q8NH70.pdb	alphafold_db;AF-Q8NH70-F1-model_v6.pdb
Q8NH72	OR4C6	af2			predicted	product/target_screen/structures/raw/Q8NH72.pdb	alphafold_db;AF-Q8NH72-F1-model_v6.pdb
Q8NH73	OR4S2	af2			predicted	product/target_screen/structures/raw/Q8NH73.pdb	alphafold_db;AF-Q8NH73-F1-model_v6.pdb
Q8NH74	OR10A6	af2			predicted	product/target_screen/structures/raw/Q8NH74.pdb	alphafold_db;AF-Q8NH74-F1-model_v6.pdb
Q8NH76	OR56B4	af2			predicted	product/target_screen/structures/raw/Q8NH76.pdb	alphafold_db;AF-Q8NH76-F1-model_v6.pdb
Q8NH79	OR6X1	af2			predicted	product/target_screen/structures/raw/Q8NH79.pdb	alphafold_db;AF-Q8NH79-F1-model_v6.pdb
Q8NH80	OR10D3	af2			predicted	product/target_screen/structures/raw/Q8NH80.pdb	alphafold_db;AF-Q8NH80-F1-model_v6.pdb
Q8NH81	OR10G6	af2			predicted	product/target_screen/structures/raw/Q8NH81.pdb	alphafold_db;AF-Q8NH81-F1-model_v6.pdb
Q8NH83	OR4A5	af2			predicted	product/target_screen/structures/raw/Q8NH83.pdb	alphafold_db;AF-Q8NH83-F1-model_v6.pdb
Q8NH89	OR5AK3P	af2			predicted	product/target_screen/structures/raw/Q8NH89.pdb	alphafold_db;AF-Q8NH89-F1-model_v6.pdb
Q8NH90	OR5AK2	af2			predicted	product/target_screen/structures/raw/Q8NH90.pdb	alphafold_db;AF-Q8NH90-F1-model_v6.pdb
Q8NH93	OR1L3	af2			predicted	product/target_screen/structures/raw/Q8NH93.pdb	alphafold_db;AF-Q8NH93-F1-model_v6.pdb
Q8NH95	OR13C6P	af2			predicted	product/target_screen/structures/raw/Q8NH95.pdb	alphafold_db;AF-Q8NH95-F1-model_v6.pdb
Q8NHA4	OR2AE1	af2			predicted	product/target_screen/structures/raw/Q8NHA4.pdb	alphafold_db;AF-Q8NHA4-F1-model_v6.pdb
Q8NHA6	OR2W6P	af2			predicted	product/target_screen/structures/raw/Q8NHA6.pdb	alphafold_db;AF-Q8NHA6-F1-model_v6.pdb
Q8NHA8	OR1F12P	af2			predicted	product/target_screen/structures/raw/Q8NHA8.pdb	alphafold_db;AF-Q8NHA8-F1-model_v6.pdb
Q8NHB1	OR2V1	af2			predicted	product/target_screen/structures/raw/Q8NHB1.pdb	alphafold_db;AF-Q8NHB1-F1-model_v6.pdb
Q8NHB7	OR5K1	af2			predicted	product/target_screen/structures/raw/Q8NHB7.pdb	alphafold_db;AF-Q8NHB7-F1-model_v6.pdb
Q8NHB8	OR5K2	af2			predicted	product/target_screen/structures/raw/Q8NHB8.pdb	alphafold_db;AF-Q8NHB8-F1-model_v6.pdb
Q8NHC5	OR14A16	af2			predicted	product/target_screen/structures/raw/Q8NHC5.pdb	alphafold_db;AF-Q8NHC5-F1-model_v6.pdb
Q8NHC6	OR14L1	af2			predicted	product/target_screen/structures/raw/Q8NHC6.pdb	alphafold_db;AF-Q8NHC6-F1-model_v6.pdb
Q8NHC7	OR14C36	af2			predicted	product/target_screen/structures/raw/Q8NHC7.pdb	alphafold_db;AF-Q8NHC7-F1-model_v6.pdb
Q8TDU5	VN1R17P	af2			predicted	product/target_screen/structures/raw/Q8TDU5.pdb	alphafold_db;AF-Q8TDU5-F1-model_v6.pdb
Q8WZ92	OR5P2	af2			predicted	product/target_screen/structures/raw/Q8WZ92.pdb	alphafold_db;AF-Q8WZ92-F1-model_v6.pdb
Q96AM1	MRGPRF	af2			predicted	product/target_screen/structures/raw/Q96AM1.pdb	alphafold_db;AF-Q96AM1-F1-model_v6.pdb
Q96P67	GPR82	af2			predicted	product/target_screen/structures/raw/Q96P67.pdb	alphafold_db;AF-Q96P67-F1-model_v6.pdb
Q96P88	GNRHR2	af2			predicted	product/target_screen/structures/raw/Q96P88.pdb	alphafold_db;AF-Q96P88-F1-model_v6.pdb
Q96R08	OR5B12	af2			predicted	product/target_screen/structures/raw/Q96R08.pdb	alphafold_db;AF-Q96R08-F1-model_v6.pdb
Q96R09	OR5B2	af2			predicted	product/target_screen/structures/raw/Q96R09.pdb	alphafold_db;AF-Q96R09-F1-model_v6.pdb
Q96R27	OR2M4	af2			predicted	product/target_screen/structures/raw/Q96R27.pdb	alphafold_db;AF-Q96R27-F1-model_v6.pdb
Q96R28	OR2M2	af2			predicted	product/target_screen/structures/raw/Q96R28.pdb	alphafold_db;AF-Q96R28-F1-model_v6.pdb
Q96R30	OR2V2	af2			predicted	product/target_screen/structures/raw/Q96R30.pdb	alphafold_db;AF-Q96R30-F1-model_v6.pdb
Q96R45	OR2A7	af2			predicted	product/target_screen/structures/raw/Q96R45.pdb	alphafold_db;AF-Q96R45-F1-model_v6.pdb
Q96R47	OR2A14	af2			predicted	product/target_screen/structures/raw/Q96R47.pdb	alphafold_db;AF-Q96R47-F1-model_v6.pdb
Q96R54	OR14A2	af2			predicted	product/target_screen/structures/raw/Q96R54.pdb	alphafold_db;AF-Q96R54-F1-model_v6.pdb
Q96R67	OR4C12	af2			predicted	product/target_screen/structures/raw/Q96R67.pdb	alphafold_db;AF-Q96R67-F1-model_v6.pdb
Q96R69	OR4F4	af2			predicted	product/target_screen/structures/raw/Q96R69.pdb	alphafold_db;AF-Q96R69-F1-model_v6.pdb
Q96R72	OR4K3	af2			predicted	product/target_screen/structures/raw/Q96R72.pdb	alphafold_db;AF-Q96R72-F1-model_v6.pdb
Q96R84	OR1F2P	af2			predicted	product/target_screen/structures/raw/Q96R84.pdb	alphafold_db;AF-Q96R84-F1-model_v6.pdb
Q96RB7	OR5M11	af2			predicted	product/target_screen/structures/raw/Q96RB7.pdb	alphafold_db;AF-Q96RB7-F1-model_v6.pdb
