target_id	target_family	membership_sources	uniprot_entries	gene_aliases	protein_name	protein_length	keywords	is_calibration_control	ranking_bonus
P2RX7	ion_channel	UniProt_reviewed_human_keyword_snapshot:ion_channel_human.uniprot.reviewed.2026-08-13.tsv	P2RX7_HUMAN		P2X purinoceptor 7 (P2X7) (ATP receptor) (P2Z receptor) (Purinergic receptor)		3D-structure;ADP-ribosylation;Alternative splicing;ATP-binding;Cell membrane;Disulfide bond;Glycoprotein;GTP-binding;Ion channel;Ion transport;Ligand-gated ion channel;Lipoprotein;Membrane;Metal-binding;Nucleotide-binding;Palmitate;Phosphoprotein;Proteomics identification;Receptor;Reference proteome;Sodium;Transmembrane;Transmembrane helix;Transport;Zinc	False	0.0
P2RY1	gpcr	UniProt_reviewed_human_keyword_snapshot:gpcr_human.uniprot.reviewed.2026-08-13.tsv	P47900		P2Y purinoceptor 1 (P2Y1) (ADP receptor) (Purinergic receptor)	373		False	0.0
P2RY10	gpcr	UniProt_reviewed_human_keyword_snapshot:gpcr_human.uniprot.reviewed.2026-08-13.tsv	O00398		Putative P2Y purinoceptor 10 (P2Y10) (P2Y-like receptor)	339		False	0.0
P2RY11	gpcr	UniProt_reviewed_human_keyword_snapshot:gpcr_human.uniprot.reviewed.2026-08-13.tsv	Q96G91		P2Y purinoceptor 11 (P2Y11)	374		False	0.0
P2RY12	gpcr	UniProt_reviewed_human_keyword_snapshot:gpcr_human.uniprot.reviewed.2026-08-13.tsv	Q9H244	HORK3	P2Y purinoceptor 12 (P2Y12) (ADP-glucose receptor) (ADPG-R) (P2T(AC)) (P2Y(AC)) (P2Y(cyc)) (P2Y12 platelet ADP receptor) (P2Y(ADP)) (SP1999)	342		False	0.0
P2RY13	gpcr	UniProt_reviewed_human_keyword_snapshot:gpcr_human.uniprot.reviewed.2026-08-13.tsv	Q9BPV8	GPR86;GPR94;FKSG77	P2Y purinoceptor 13 (P2Y13) (G protein-coupled receptor 86) (G protein-coupled receptor 94)	354		False	0.0
P2RY14	gpcr	UniProt_reviewed_human_keyword_snapshot:gpcr_human.uniprot.reviewed.2026-08-13.tsv	Q15391	GPR105;KIAA0001	P2Y purinoceptor 14 (P2Y14) (G protein-coupled receptor 105) (UDP-glucose receptor)	338		False	0.0
P2RY2	gpcr	UniProt_reviewed_human_keyword_snapshot:gpcr_human.uniprot.reviewed.2026-08-13.tsv	P41231	P2RU1	P2Y purinoceptor 2 (P2Y2) (ATP receptor) (P2U purinoceptor 1) (P2U1) (P2U receptor 1) (Purinergic receptor)	377		False	0.0
P2RY4	gpcr	UniProt_reviewed_human_keyword_snapshot:gpcr_human.uniprot.reviewed.2026-08-13.tsv	P51582	NRU	P2Y purinoceptor 4 (P2Y4) (P2P) (Uridine nucleotide receptor) (UNR)	365		False	0.0
P2RY6	gpcr	UniProt_reviewed_human_keyword_snapshot:gpcr_human.uniprot.reviewed.2026-08-13.tsv	Q15077	PP2891	P2Y purinoceptor 6 (P2Y6)	328		False	0.0
P2RY8	gpcr	UniProt_reviewed_human_keyword_snapshot:gpcr_human.uniprot.reviewed.2026-08-13.tsv	Q86VZ1		S-geranylgeranyl-glutathione receptor P2RY8 (P2Y purinoceptor 8) (P2Y8)	359		False	0.0
PACC1	ion_channel	UniProt_reviewed_human_keyword_snapshot:ion_channel_human.uniprot.reviewed.2026-08-13.tsv	PACC1_HUMAN	C1orf75;TMEM206	Proton-activated chloride channel (PAC) (hPAC) (Acid-sensitive outwardly-rectifying anion channel) (ASOR) (Proton-activated outwardly rectifying anion channel) (PAORAC) (Transmembrane protein 206) (hTMEM206)		3D-structure;Alternative splicing;Cell membrane;Chloride;Chloride channel;Glycoprotein;Ion channel;Ion transport;Membrane;Phosphoprotein;Proteomics identification;Reference proteome;Transmembrane;Transmembrane helix;Transport	False	0.0
PANX1	ion_channel	UniProt_reviewed_human_keyword_snapshot:ion_channel_human.uniprot.reviewed.2026-08-13.tsv	PANX1_HUMAN	MRS1;UNQ2529/PRO6028	Pannexin-1 (PANX1) [Cleaved into: Caspase-activated pannexin-1 (Caspase-activated PANX1)]		3D-structure;Alternative splicing;Calcium;Calcium channel;Calcium transport;Cell membrane;Differentiation;Disease variant;Disulfide bond;Endoplasmic reticulum;Glycoprotein;Ion channel;Ion transport;Membrane;Oogenesis;Phosphoprotein;Proteomics identification;Reference proteome;S-nitrosylation;Transmembrane;Transmembrane helix;Transport	False	0.0
PANX2	ion_channel	UniProt_reviewed_human_keyword_snapshot:ion_channel_human.uniprot.reviewed.2026-08-13.tsv	PANX2_HUMAN		Pannexin-2		3D-structure;Alternative splicing;Cell membrane;Endoplasmic reticulum;Glycoprotein;Golgi apparatus;Ion channel;Ion transport;Membrane;Phosphoprotein;Proteomics identification;Reference proteome;Transmembrane;Transmembrane helix;Transport	False	0.0
PANX3	ion_channel	UniProt_reviewed_human_keyword_snapshot:ion_channel_human.uniprot.reviewed.2026-08-13.tsv	PANX3_HUMAN		Pannexin-3		3D-structure;Cell junction;Cell membrane;Endoplasmic reticulum;Gap junction;Glycoprotein;Ion channel;Ion transport;Membrane;Reference proteome;Transmembrane;Transmembrane helix;Transport	False	0.0
PIEZO1	ion_channel	UniProt_reviewed_human_keyword_snapshot:ion_channel_human.uniprot.reviewed.2026-08-13.tsv	PIEZ1_HUMAN	FAM38A;KIAA0233	Piezo-type mechanosensitive ion channel component 1 (Membrane protein induced by beta-amyloid treatment) (Mib) (Protein FAM38A)		3D-structure;Blood group antigen;Cell membrane;Cell projection;Coiled coil;Direct protein sequencing;Disease variant;Disulfide bond;Endoplasmic reticulum;Glycoprotein;Hereditary hemolytic anemia;Ion channel;Ion transport;Membrane;Phosphoprotein;Proteomics identification;Reference proteome;Transmembrane;Transmembrane helix;Transport	False	0.0
PIEZO2	ion_channel	UniProt_reviewed_human_keyword_snapshot:ion_channel_human.uniprot.reviewed.2026-08-13.tsv	PIEZ2_HUMAN	C18orf30;C18orf58;FAM38B	Piezo-type mechanosensitive ion channel component 2 (Protein FAM38B)		Alternative splicing;Cell membrane;Coiled coil;Disease variant;Disulfide bond;Glycoprotein;Ion channel;Ion transport;Membrane;Phosphoprotein;Proteomics identification;Reference proteome;Sensory transduction;Transmembrane;Transmembrane helix;Transport	False	0.0
PKD1L1	ion_channel	UniProt_reviewed_human_keyword_snapshot:ion_channel_human.uniprot.reviewed.2026-08-13.tsv	PK1L1_HUMAN	PC1L1;UNQ5785/PRO19563	Polycystin-1-like protein 1 (Polycystin-1L1) (PC1-like 1 protein) (Polycystic kidney disease protein 1-like 1)		Alternative splicing;Calcium;Calcium channel;Calcium transport;Cell membrane;Cell projection;Cilium;Disulfide bond;Glycoprotein;Heterotaxy;Ion channel;Ion transport;Membrane;Proteomics identification;Reference proteome;Repeat;Transmembrane;Transmembrane helix;Transport	False	0.0
PKD1L2	ion_channel	UniProt_reviewed_human_keyword_snapshot:ion_channel_human.uniprot.reviewed.2026-08-13.tsv	PK1L2_HUMAN	KIAA1879;PC1L2	Polycystin-1-like protein 2 (Polycystin-1L2) (PC1-like 2 protein) (Polycystic kidney disease protein 1-like 2)		Alternative splicing;Disulfide bond;Glycoprotein;Ion channel;Ion transport;Lectin;Membrane;Proteomics identification;Reference proteome;Signal;Transmembrane;Transmembrane helix;Transport	False	0.0
PKD1L3	ion_channel	UniProt_reviewed_human_keyword_snapshot:ion_channel_human.uniprot.reviewed.2026-08-13.tsv	PK1L3_HUMAN		Polycystin-1-like protein 3 (Polycystin-1L3) (PC1-like 3 protein) (Polycystic kidney disease protein 1-like 3)		Calcium;Calcium channel;Calcium transport;Cell membrane;Disulfide bond;Glycoprotein;Ion channel;Ion transport;Lectin;Membrane;Reference proteome;Signal;Transmembrane;Transmembrane helix;Transport	False	0.0
PKD2	ion_channel	UniProt_reviewed_human_keyword_snapshot:ion_channel_human.uniprot.reviewed.2026-08-13.tsv	PKD2_HUMAN	TRPP1;TRPP2	Polycystin-2 (PC2) (Autosomal dominant polycystic kidney disease type II protein) (Polycystic kidney disease 2 protein) (Polycystwin) (R48321) (Transient receptor potential cation channel subfamily P member 2)		3D-structure;Alternative splicing;Calcium;Calcium channel;Calcium transport;Cell membrane;Cell projection;Ciliopathy;Cilium;Coiled coil;Cytoplasmic vesicle;Direct protein sequencing;Disease variant;Disulfide bond;Endoplasmic reticulum;Glycoprotein;Golgi apparatus;Ion channel;Ion transport;Membrane;Metal-binding;Methylation;Phosphoprotein;Potassium;Potassium channel;Potassium transport;Proteomics identification;Reference proteome;Secreted;Transmembrane;Transmembrane helix;Transport;Ubl conjugation;Voltage-gated channel	False	0.0
PKD2L1	ion_channel	UniProt_reviewed_human_keyword_snapshot:ion_channel_human.uniprot.reviewed.2026-08-13.tsv	PK2L1_HUMAN	PKD2L;PKDL;TRPP3	Polycystin-2-like protein 1 (Polycystin-2L1) (Polycystic kidney disease 2-like 1 protein) (Polycystin-2 homolog) (Polycystin-L) (Polycystin-L1)		3D-structure;Alternative splicing;Calcium;Calcium channel;Calcium transport;Cell membrane;Cell projection;Cilium;Coiled coil;Cytoplasmic vesicle;Disulfide bond;Glycoprotein;Ion channel;Ion transport;Lipoprotein;Membrane;Metal-binding;Palmitate;Proteomics identification;Reference proteome;Transmembrane;Transmembrane helix;Transport	False	0.0
PKD2L2	ion_channel	UniProt_reviewed_human_keyword_snapshot:ion_channel_human.uniprot.reviewed.2026-08-13.tsv	PK2L2_HUMAN	TRPP5	Polycystin-2-like protein 2 (Polycystin-2L2) (Polycystic kidney disease 2-like 2 protein) (Polycystin-L2)		Alternative splicing;Coiled coil;Glycoprotein;Ion channel;Ion transport;Membrane;Proteomics identification;Reference proteome;Transmembrane;Transmembrane helix;Transport	False	0.0
PRLHR	gpcr	UniProt_reviewed_human_keyword_snapshot:gpcr_human.uniprot.reviewed.2026-08-13.tsv	P49683	GPR10;GR3	Prolactin-releasing peptide receptor (PrRP receptor) (PrRPR) (G protein-coupled receptor 10) (hGR3)	370		False	0.0
PROKR1	gpcr	UniProt_reviewed_human_keyword_snapshot:gpcr_human.uniprot.reviewed.2026-08-13.tsv	Q8TCW9	GPR73;PKR1	Prokineticin receptor 1 (PK-R1) (G protein-coupled receptor 73) (G protein-coupled receptor ZAQ) (GPR73a)	393		False	0.0
PROKR2	gpcr	UniProt_reviewed_human_keyword_snapshot:gpcr_human.uniprot.reviewed.2026-08-13.tsv	Q8NFJ6	GPR73L1;PKR2	Prokineticin receptor 2 (PK-R2) (G protein-coupled receptor 73-like 1) (G protein-coupled receptor I5E) (GPR73b) (GPRg2)	384		False	0.0
PTAFR	gpcr	UniProt_reviewed_human_keyword_snapshot:gpcr_human.uniprot.reviewed.2026-08-13.tsv	P25105	PAFR	Platelet-activating factor receptor (PAF-R) (PAFr)	342		False	0.0
PTGDR	gpcr	UniProt_reviewed_human_keyword_snapshot:gpcr_human.uniprot.reviewed.2026-08-13.tsv	Q13258		Prostaglandin D2 receptor (PGD receptor) (PGD2 receptor) (Prostanoid DP receptor)	359		False	0.0
PTGDR2	gpcr	UniProt_reviewed_human_keyword_snapshot:gpcr_human.uniprot.reviewed.2026-08-13.tsv	Q9Y5Y4	CRTH2;DL1R;GPR44	Prostaglandin D2 receptor 2 (Chemoattractant receptor-homologous molecule expressed on Th2 cells) (G protein-coupled receptor 44) (CD antigen CD294)	395		False	0.0
PTGER1	gpcr	UniProt_reviewed_human_keyword_snapshot:gpcr_human.uniprot.reviewed.2026-08-13.tsv	P34995		Prostaglandin E2 receptor EP1 subtype (PGE receptor EP1 subtype) (PGE2 receptor EP1 subtype) (Prostanoid EP1 receptor)	402		False	0.0
PTGER2	gpcr	UniProt_reviewed_human_keyword_snapshot:gpcr_human.uniprot.reviewed.2026-08-13.tsv	P43116		Prostaglandin E2 receptor EP2 subtype (PGE receptor EP2 subtype) (PGE2 receptor EP2 subtype) (Prostanoid EP2 receptor)	358		False	0.0
PTGER3	gpcr	UniProt_reviewed_human_keyword_snapshot:gpcr_human.uniprot.reviewed.2026-08-13.tsv	P43115		Prostaglandin E2 receptor EP3 subtype (PGE receptor EP3 subtype) (PGE2 receptor EP3 subtype) (PGE2-R) (Prostanoid EP3 receptor)	390		False	0.0
PTGER4	gpcr	UniProt_reviewed_human_keyword_snapshot:gpcr_human.uniprot.reviewed.2026-08-13.tsv	P35408	PTGER2	Prostaglandin E2 receptor EP4 subtype (PGE receptor EP4 subtype) (PGE2 receptor EP4 subtype) (Prostanoid EP4 receptor)	488		False	0.0
PTGFR	gpcr	UniProt_reviewed_human_keyword_snapshot:gpcr_human.uniprot.reviewed.2026-08-13.tsv	P43088		Prostaglandin F2-alpha receptor (PGF receptor) (PGF2-alpha receptor) (Prostanoid FP receptor)	359		False	0.0
PTGIR	gpcr	UniProt_reviewed_human_keyword_snapshot:gpcr_human.uniprot.reviewed.2026-08-13.tsv	P43119	PRIPR	Prostacyclin receptor (Prostaglandin I2 receptor) (PGI receptor) (PGI2 receptor) (Prostanoid IP receptor)	386		False	0.0
PTH1R	gpcr	UniProt_reviewed_human_keyword_snapshot:gpcr_human.uniprot.reviewed.2026-08-13.tsv	Q03431	PTHR;PTHR1	Parathyroid hormone/parathyroid hormone-related peptide receptor (PTH/PTHrP type I receptor) (PTH/PTHr receptor) (Parathyroid hormone 1 receptor) (PTH1 receptor)	593		False	0.0
PTH2R	gpcr	UniProt_reviewed_human_keyword_snapshot:gpcr_human.uniprot.reviewed.2026-08-13.tsv	P49190	PTHR2	Parathyroid hormone 2 receptor (PTH2 receptor)	550		False	0.0
QRFPR	gpcr	UniProt_reviewed_human_keyword_snapshot:gpcr_human.uniprot.reviewed.2026-08-13.tsv	Q96P65	GPR103	Pyroglutamylated RF-amide peptide receptor (AQ27) (G protein-coupled receptor 103) (Orexigenic neuropeptide QRFP receptor) (SP9155)	431		False	0.0
RGR	gpcr	UniProt_reviewed_human_keyword_snapshot:gpcr_human.uniprot.reviewed.2026-08-13.tsv	P47804		RPE-retinal G protein-coupled receptor (RGR opsin)	291		False	0.0
RHO	gpcr	UniProt_reviewed_human_keyword_snapshot:gpcr_human.uniprot.reviewed.2026-08-13.tsv	P08100	OPN2	Rhodopsin (Opsin-2)	348		False	0.0
RRH	gpcr	UniProt_reviewed_human_keyword_snapshot:gpcr_human.uniprot.reviewed.2026-08-13.tsv	O14718		Visual pigment-like receptor peropsin	337		False	0.0
RXFP1	gpcr	UniProt_reviewed_human_keyword_snapshot:gpcr_human.uniprot.reviewed.2026-08-13.tsv	Q9HBX9	LGR7	Relaxin receptor 1 (Leucine-rich repeat-containing G protein-coupled receptor 7) (Relaxin family peptide receptor 1)	757		False	0.0
RXFP2	gpcr	UniProt_reviewed_human_keyword_snapshot:gpcr_human.uniprot.reviewed.2026-08-13.tsv	Q8WXD0	GPR106;GREAT;LGR8	Relaxin receptor 2 (G protein-coupled receptor 106) (G protein-coupled receptor affecting testicular descent) (Leucine-rich repeat-containing G protein-coupled receptor 8) (Relaxin family peptide receptor 2)	754		False	0.0
RXFP3	gpcr	UniProt_reviewed_human_keyword_snapshot:gpcr_human.uniprot.reviewed.2026-08-13.tsv	Q9NSD7	GPCR135;RLN3R1;SALPR	Relaxin-3 receptor 1 (RLN3 receptor 1) (G protein-coupled receptor GPCR135) (G protein-coupled receptor SALPR) (Relaxin family peptide receptor 3) (Somatostatin- and angiotensin-like peptide receptor)	469		False	0.0
RXFP4	gpcr	UniProt_reviewed_human_keyword_snapshot:gpcr_human.uniprot.reviewed.2026-08-13.tsv	Q8TDU9	GPCR142;GPR100;RLN3R2	Relaxin-3 receptor 2 (RLN3 receptor 2) (G protein-coupled receptor 100) (G protein-coupled receptor GPCR142) (Insulin-like peptide INSL5 receptor) (Relaxin family peptide receptor 4)	374		False	0.0
RYR1	ion_channel	UniProt_reviewed_human_keyword_snapshot:ion_channel_human.uniprot.reviewed.2026-08-13.tsv	RYR1_HUMAN	RYDR	Ryanodine receptor 1 (RYR-1) (RyR1) (Skeletal muscle calcium release channel) (Skeletal muscle ryanodine receptor) (Skeletal muscle-type ryanodine receptor) (Type 1 ryanodine receptor)		3D-structure;Alternative splicing;ATP-binding;Calcium;Calcium channel;Calcium transport;Calmodulin-binding;Developmental protein;Direct protein sequencing;Disease variant;Ion channel;Ion transport;Ligand-gated ion channel;Membrane;Metal-binding;Nucleotide-binding;Phosphoprotein;Proteomics identification;Receptor;Reference proteome;Repeat;S-nitrosylation;Sarcoplasmic reticulum;Transmembrane;Transmembrane helix;Transport	False	0.0
RYR2	ion_channel	UniProt_reviewed_human_keyword_snapshot:ion_channel_human.uniprot.reviewed.2026-08-13.tsv	RYR2_HUMAN		Ryanodine receptor 2 (RYR-2) (RyR2) (hRYR-2) (Cardiac muscle ryanodine receptor) (Cardiac muscle ryanodine receptor-calcium release channel) (Type 2 ryanodine receptor)		3D-structure;Alternative splicing;Calcium;Calcium channel;Calcium transport;Calmodulin-binding;Cardiomyopathy;Coiled coil;Developmental protein;Disease variant;Ion channel;Ion transport;Ligand-gated ion channel;Membrane;Phosphoprotein;Proteomics identification;Receptor;Reference proteome;Repeat;Sarcoplasmic reticulum;Transmembrane;Transmembrane helix;Transport	False	0.0
RYR3	ion_channel	UniProt_reviewed_human_keyword_snapshot:ion_channel_human.uniprot.reviewed.2026-08-13.tsv	RYR3_HUMAN	HBRR	Ryanodine receptor 3 (RYR-3) (RyR3) (Brain ryanodine receptor-calcium release channel) (Brain-type ryanodine receptor) (Type 3 ryanodine receptor)		3D-structure;Alternative splicing;Calcium;Calcium channel;Calcium transport;Calmodulin-binding;Ion channel;Ion transport;Ligand-gated ion channel;Membrane;Proteomics identification;Receptor;Reference proteome;Repeat;Sarcoplasmic reticulum;Transmembrane;Transmembrane helix;Transport	False	0.0
S1PR1	gpcr	UniProt_reviewed_human_keyword_snapshot:gpcr_human.uniprot.reviewed.2026-08-13.tsv	P21453	CHEDG1;EDG1	Sphingosine 1-phosphate receptor 1 (S1P receptor 1) (S1P1) (Endothelial differentiation G protein-coupled receptor 1) (Sphingosine 1-phosphate receptor Edg-1) (S1P receptor Edg-1) (CD antigen CD363)	382		False	0.0
S1PR2	gpcr	UniProt_reviewed_human_keyword_snapshot:gpcr_human.uniprot.reviewed.2026-08-13.tsv	O95136	EDG5	Sphingosine 1-phosphate receptor 2 (S1P receptor 2) (S1P2) (Endothelial differentiation G protein-coupled receptor 5) (Sphingosine 1-phosphate receptor Edg-5) (S1P receptor Edg-5)	353		False	0.0
S1PR3	gpcr	UniProt_reviewed_human_keyword_snapshot:gpcr_human.uniprot.reviewed.2026-08-13.tsv	Q99500	C9orf108;C9orf47;EDG3	Sphingosine 1-phosphate receptor 3 (S1P receptor 3) (S1P3) (Endothelial differentiation G protein-coupled receptor 3) (Sphingosine 1-phosphate receptor Edg-3) (S1P receptor Edg-3)	378		False	0.0
S1PR4	gpcr	UniProt_reviewed_human_keyword_snapshot:gpcr_human.uniprot.reviewed.2026-08-13.tsv	O95977	EDG6	Sphingosine 1-phosphate receptor 4 (S1P receptor 4) (S1P4) (Endothelial differentiation G protein-coupled receptor 6) (Sphingosine 1-phosphate receptor Edg-6) (S1P receptor Edg-6)	384		False	0.0
S1PR5	gpcr	UniProt_reviewed_human_keyword_snapshot:gpcr_human.uniprot.reviewed.2026-08-13.tsv	Q9H228	EDG8	Sphingosine 1-phosphate receptor 5 (S1P receptor 5) (S1P5) (Endothelial differentiation G protein-coupled receptor 8) (Sphingosine 1-phosphate receptor Edg-8) (S1P receptor Edg-8)	398		False	0.0
SCN10A	ion_channel	UniProt_reviewed_human_keyword_snapshot:ion_channel_human.uniprot.reviewed.2026-08-13.tsv	SCNAA_HUMAN		Sodium channel protein type 10 subunit alpha (Peripheral nerve sodium channel 3) (PN3) (hPN3) (Sodium channel protein type X subunit alpha) (Voltage-gated sodium channel subunit alpha Nav1.8)		3D-structure;Cell membrane;Disease variant;Disulfide bond;Glycoprotein;Ion channel;Ion transport;Membrane;Phosphoprotein;Reference proteome;Repeat;Sodium;Sodium channel;Sodium transport;Transmembrane;Transmembrane helix;Transport;Ubl conjugation;Voltage-gated channel	False	0.0
SCN11A	ion_channel	UniProt_reviewed_human_keyword_snapshot:ion_channel_human.uniprot.reviewed.2026-08-13.tsv	SCNBA_HUMAN	SCN12A;SNS2	Sodium channel protein type 11 subunit alpha (Peripheral nerve sodium channel 5) (PN5) (Sensory neuron sodium channel 2) (Sodium channel protein type XI subunit alpha) (Voltage-gated sodium channel subunit alpha Nav1.9) (hNaN)		Alternative splicing;Cell membrane;Disease variant;Disulfide bond;Glycoprotein;Ion channel;Ion transport;Membrane;Neurodegeneration;Neuropathy;Phosphoprotein;Reference proteome;Repeat;Sodium;Sodium channel;Sodium transport;Transmembrane;Transmembrane helix;Transport;Voltage-gated channel	False	0.0
SCN1A	ion_channel	UniProt_reviewed_human_keyword_snapshot:ion_channel_human.uniprot.reviewed.2026-08-13.tsv	SCN1A_HUMAN	NAC1;SCN1	Sodium channel protein type 1 subunit alpha (Sodium channel protein brain I subunit alpha) (Sodium channel protein type I subunit alpha) (Voltage-gated sodium channel subunit alpha Nav1.1)		3D-structure;Alternative splicing;Autism;Autism spectrum disorder;Cell membrane;Disease variant;Disulfide bond;Epilepsy;Glycoprotein;Ion channel;Ion transport;Membrane;Phosphoprotein;Proteomics identification;Reference proteome;Repeat;Sodium;Sodium channel;Sodium transport;Transmembrane;Transmembrane helix;Transport;Voltage-gated channel	False	0.0
SCN2A	ion_channel	UniProt_reviewed_human_keyword_snapshot:ion_channel_human.uniprot.reviewed.2026-08-13.tsv	SCN2A_HUMAN	HBA;NAC2;SCN2A1;SCN2A2	Sodium channel protein type 2 subunit alpha (HBSC II) (Sodium channel protein brain II subunit alpha) (Sodium channel protein type II subunit alpha) (Voltage-gated sodium channel subunit alpha Nav1.2)		3D-structure;Alternative splicing;Cell membrane;Disease variant;Disulfide bond;Epilepsy;Glycoprotein;Ion channel;Ion transport;Isopeptide bond;Membrane;Phosphoprotein;Proteomics identification;Reference proteome;Repeat;Sodium;Sodium channel;Sodium transport;Transmembrane;Transmembrane helix;Transport;Ubl conjugation;Voltage-gated channel	False	0.0
SCN3A	ion_channel	UniProt_reviewed_human_keyword_snapshot:ion_channel_human.uniprot.reviewed.2026-08-13.tsv	SCN3A_HUMAN	KIAA1356;NAC3	Sodium channel protein type 3 subunit alpha (Sodium channel protein brain III subunit alpha) (Sodium channel protein type III subunit alpha) (Voltage-gated sodium channel subtype III) (Voltage-gated sodium channel subunit alpha Nav1.3)		3D-structure;Alternative splicing;Cell membrane;Disease variant;Disulfide bond;Epilepsy;Glycoprotein;Ion channel;Ion transport;Membrane;Phosphoprotein;Proteomics identification;Reference proteome;Repeat;Sodium;Sodium channel;Sodium transport;Transmembrane;Transmembrane helix;Transport;Ubl conjugation;Voltage-gated channel	False	0.0
SCN3B	ion_channel	UniProt_reviewed_human_keyword_snapshot:ion_channel_human.uniprot.reviewed.2026-08-13.tsv	SCN3B_HUMAN	KIAA1158	Sodium channel regulatory subunit beta-3		3D-structure;Atrial fibrillation;Brugada syndrome;Cell membrane;Disease variant;Disulfide bond;Glycoprotein;Immunoglobulin domain;Ion channel;Ion transport;Membrane;Proteomics identification;Reference proteome;Signal;Sodium;Sodium channel;Sodium transport;Transmembrane;Transmembrane helix;Transport;Voltage-gated channel	False	0.0
SCN4A	ion_channel	UniProt_reviewed_human_keyword_snapshot:ion_channel_human.uniprot.reviewed.2026-08-13.tsv	SCN4A_HUMAN		Sodium channel protein type 4 subunit alpha (SkM1) (Sodium channel protein skeletal muscle subunit alpha) (Sodium channel protein type IV subunit alpha) (Voltage-gated sodium channel subunit alpha Nav1.4)		3D-structure;Cell membrane;Congenital myasthenic syndrome;Disease variant;Disulfide bond;Glycoprotein;Ion channel;Ion transport;Membrane;Phosphoprotein;Proteomics identification;Reference proteome;Repeat;Sodium;Sodium channel;Sodium transport;Transmembrane;Transmembrane helix;Transport;Voltage-gated channel	False	0.0
SCN5A	ion_channel	UniProt_reviewed_human_keyword_snapshot:ion_channel_human.uniprot.reviewed.2026-08-13.tsv	SCN5A_HUMAN		Sodium channel protein type 5 subunit alpha (Sodium channel protein cardiac muscle subunit alpha) (Sodium channel protein type V subunit alpha) (Voltage-gated sodium channel subunit alpha Nav1.5) (hH1)		3D-structure;Alternative splicing;Atrial fibrillation;Brugada syndrome;Calmodulin-binding;Cardiomyopathy;Cell junction;Cell membrane;Cytoplasm;Disease variant;Disulfide bond;Glycoprotein;Ion channel;Ion transport;Long QT syndrome;Membrane;Methylation;Phosphoprotein;Proteomics identification;Reference proteome;Repeat;Sodium;Sodium channel;Sodium transport;Transmembrane;Transmembrane helix;Transport;Ubl conjugation;Voltage-gated channel	False	0.0
SCN8A	ion_channel	UniProt_reviewed_human_keyword_snapshot:ion_channel_human.uniprot.reviewed.2026-08-13.tsv	SCN8A_HUMAN	MED	Sodium channel protein type 8 subunit alpha (Sodium channel protein type VIII subunit alpha) (Voltage-gated sodium channel subunit alpha Nav1.6)		3D-structure;Alternative splicing;Cell junction;Cell membrane;Cell projection;Cytoplasmic vesicle;Disease variant;Disulfide bond;Epilepsy;Glycoprotein;Intellectual disability;Ion channel;Ion transport;Membrane;Phosphoprotein;Proteomics identification;Reference proteome;Repeat;Sodium;Sodium channel;Sodium transport;Transmembrane;Transmembrane helix;Transport;Ubl conjugation;Voltage-gated channel	False	0.0
SCN9A	ion_channel	UniProt_reviewed_human_keyword_snapshot:ion_channel_human.uniprot.reviewed.2026-08-13.tsv	SCN9A_HUMAN	NENA	Sodium channel protein type 9 subunit alpha (Neuroendocrine sodium channel) (hNE-Na) (Peripheral sodium channel 1) (PN1) (Sodium channel protein type IX subunit alpha) (Voltage-gated sodium channel subunit alpha Nav1.7)		3D-structure;Alternative splicing;Cell membrane;Cell projection;Disease variant;Disulfide bond;Epilepsy;Glycoprotein;Ion channel;Ion transport;Membrane;Phosphoprotein;Proteomics identification;Reference proteome;Repeat;Sodium;Sodium channel;Sodium transport;Transmembrane;Transmembrane helix;Transport;Ubl conjugation;Voltage-gated channel	False	0.0
SCNN1A	ion_channel	UniProt_reviewed_human_keyword_snapshot:ion_channel_human.uniprot.reviewed.2026-08-13.tsv	SCNNA_HUMAN	SCNN1	Epithelial sodium channel subunit alpha (Alpha-ENaC) (ENaC subunit alpha) (ENaCA) (Epithelial Na(+) channel subunit alpha) (Alpha-NaCH) (Amiloride-sensitive sodium channel subunit alpha) (Nonvoltage-gated sodium channel 1 subunit alpha) (SCNEA) (Sodium channel epithelial 1 subunit alpha)		3D-structure;Alternative splicing;Cell membrane;Cell projection;Cilium;Cytoplasm;Cytoplasmic vesicle;Disease variant;Disulfide bond;Flagellum;Glycoprotein;Ion channel;Ion transport;Membrane;Proteomics identification;Reference proteome;Sodium;Sodium channel;Sodium transport;Transmembrane;Transmembrane helix;Transport;Ubl conjugation	False	0.0
SCNN1B	ion_channel	UniProt_reviewed_human_keyword_snapshot:ion_channel_human.uniprot.reviewed.2026-08-13.tsv	SCNNB_HUMAN		Epithelial sodium channel subunit beta (Beta-ENaC) (ENaC subunit beta) (ENaCB) (Epithelial Na(+) channel subunit beta) (Amiloride-sensitive sodium channel subunit beta) (Beta-NaCH) (Nonvoltage-gated sodium channel 1 subunit beta) (SCNEB)		3D-structure;Alternative splicing;Cell membrane;Cytoplasmic vesicle;Disease variant;Disulfide bond;Glycoprotein;Ion channel;Ion transport;Membrane;Phosphoprotein;Proteomics identification;Reference proteome;Sodium;Sodium channel;Sodium transport;Transmembrane;Transmembrane helix;Transport;Ubl conjugation	False	0.0
